OrderID,CustomerID,ProductCategory,ProductName,Quantity,UnitPrice,OrderDate,Region
951,2083,Toys,Action Figure,1,207.68,2021-07-13,West
952,3865,Grocery,Bread,3,103.63,2022-02-20,East
953,9037,Electronics,Headphones,10,155.44,2023-02-19,West
954,4678,Electronics,Smartphone,3,135.03,2023-08-04,West
955,3034,Sports,Dumbbells,3,248.48,2023-11-09,South
956,1466,Clothing,Jacket,8,497.19,2020-05-16,East
957,8872,Toys,Board Game,8,487.26,2020-09-01,East
958,9397,Electronics,Headphones,3,292.92,2020-10-26,East
959,8553,Home,Curtains,3,31.18,2022-01-09,West
960,6832,Electronics,Headphones,5,267.16,2020-06-06,South
961,4002,Clothing,Sweater,3,274.14,2021-10-09,East
962,5447,Books,Novel,9,292.12,2020-10-21,North
963,3243,Sports,Yoga Mat,8,208.94,2020-11-29,North
964,4569,Home,Chair,4,416.63,2023-02-18,North
965,7837,Grocery,Rice,2,410.33,2020-02-05,West
966,6705,Sports,Yoga Mat,3,409.43,2023-05-08,East
967,3821,Sports,Football,2,115.07,2023-11-22,South
968,4712,Sports,Tennis Racket,4,69.46,2020-06-09,West
969,2830,Clothing,T-Shirt,8,379.88,2020-03-28,South
970,2766,Electronics,Camera,10,34.34,2020-08-31,East
971,1709,Clothing,Jacket,1,378.5,2020-09-10,South
972,4277,Home,Curtains,1,49.94,2021-07-22,East
973,6770,Home,Chair,10,124.7,2023-03-13,North
974,2623,Electronics,Camera,4,359.33,2021-07-31,South
975,9800,Electronics,Smartphone,4,460.64,2023-12-20,West
976,7004,Home,Table,2,94.52,2021-12-27,West
977,7948,Beauty,Shampoo,4,206.75,2021-10-05,North
978,8633,Clothing,Sweater,3,250.43,2022-01-09,East
979,1665,Clothing,Jacket,8,62.28,2021-08-03,West
980,6111,Grocery,Pasta,9,206.6,2022-05-26,South
981,2140,Grocery,Milk,3,11.33,2023-10-12,West
982,2723,Toys,Doll,9,330.98,2020-06-23,North
983,3348,Toys,Doll,10,488.9,2020-12-11,North
984,6959,Beauty,Perfume,4,299.51,2022-04-07,North
985,4815,Toys,Doll,5,383.58,2023-04-06,East
986,7557,Books,Comics,10,475.32,2022-09-19,East
987,3414,Grocery,Rice,2,129.09,2022-10-15,South
988,3205,Electronics,Smartphone,1,416.0,2022-10-17,North
989,3934,Toys,Lego Set,6,80.6,2023-06-27,North
990,2253,Grocery,Eggs,4,150.31,2022-10-16,West
991,9270,Sports,Bicycle,6,405.69,2023-01-12,North
992,1517,Toys,Action Figure,7,227.81,2022-02-09,West
993,8531,Electronics,Smartphone,3,280.55,2021-09-12,South
994,9052,Toys,Puzzle,5,359.28,2022-09-25,North
995,9037,Grocery,Eggs,9,427.9,2022-11-03,North
996,7412,Sports,Dumbbells,10,485.58,2023-06-17,East
997,5660,Books,Novel,1,297.28,2020-09-19,East
998,6715,Electronics,Headphones,7,53.19,2021-12-07,East
999,7749,Books,Novel,4,127.57,2023-08-20,East
1000,2391,Clothing,Jacket,2,172.11,2020-02-10,East
1001,1612,Grocery,Eggs,10,259.81,2022-05-12,East
1002,1334,Grocery,Bread,1,492.95,2022-02-12,West
1003,6282,Clothing,Dress,2,346.98,2021-02-25,East
1004,9138,Books,Biography,10,153.26,2022-06-11,South
1005,9142,Clothing,Sweater,4,147.24,2020-04-07,East
1006,7586,Beauty,Shampoo,2,360.26,2023-03-30,North
1007,6518,Sports,Football,10,401.59,2022-08-31,West
1008,4436,Books,Novel,5,254.8,2021-09-06,West
1009,9846,Books,Biography,7,204.14,2023-07-03,West
1010,9971,Home,Sofa,9,432.04,2023-03-27,West
1011,4489,Grocery,Milk,9,405.42,2022-06-07,North
1012,9556,Beauty,Perfume,8,78.13,2020-11-04,East
1013,8133,Toys,Board Game,2,318.79,2022-04-24,East
1014,5702,Home,Curtains,10,121.88,2021-05-03,North
1015,3456,Beauty,Lipstick,4,399.54,2021-09-27,West
1016,8952,Toys,Doll,1,104.99,2021-07-12,South
1017,1477,Sports,Yoga Mat,9,92.11,2020-03-27,West
1018,1326,Electronics,Smartphone,6,302.79,2020-05-10,West
1019,6954,Clothing,Dress,3,121.84,2023-03-15,North
1020,9551,Sports,Dumbbells,2,122.85,2020-09-07,East
1021,6395,Toys,Puzzle,7,112.91,2020-08-06,South
1022,4507,Sports,Dumbbells,7,130.88,2023-04-22,North
1023,9034,Books,Novel,6,275.14,2022-08-30,South
1024,5550,Home,Curtains,8,359.26,2021-09-23,North
1025,1570,Electronics,Laptop,5,278.6,2021-09-25,East
1026,2999,Beauty,Moisturizer,7,8.89,2022-03-15,East
1027,5929,Clothing,Jeans,5,109.14,2020-11-24,West
1028,6196,Toys,Action Figure,5,433.89,2022-10-03,West
1029,7765,Books,Comics,2,413.08,2023-12-01,East
1030,9295,Clothing,Jacket,7,303.05,2023-01-26,East
1031,8426,Electronics,Smartphone,3,316.93,2023-08-05,South
1032,1050,Toys,Puzzle,5,160.29,2020-06-17,North
1033,3585,Beauty,Shampoo,3,424.25,2023-11-05,West
1034,6233,Grocery,Eggs,3,134.04,2023-11-08,East
1035,5616,Beauty,Lipstick,7,186.96,2022-03-16,West
1036,4677,Electronics,Smartphone,9,325.32,2023-07-07,South
1037,2457,Grocery,Pasta,5,352.12,2020-12-11,North
1038,7570,Toys,Lego Set,5,78.88,2022-01-23,South
1039,2922,Electronics,Camera,7,387.81,2022-07-18,West
1040,2941,Beauty,Foundation,4,473.3,2021-06-29,East
1041,9096,Toys,Puzzle,7,428.89,2023-05-13,South
1042,5636,Beauty,Moisturizer,3,207.22,2020-10-25,North
1043,5754,Sports,Tennis Racket,10,228.23,2021-05-23,East
1044,8506,Clothing,T-Shirt,8,70.94,2021-10-24,West
1045,4476,Toys,Doll,10,131.83,2020-07-14,North
1046,1853,Books,Biography,8,454.57,2023-05-26,North
1047,1087,Sports,Bicycle,10,193.56,2022-03-19,East
1048,3166,Electronics,Camera,3,133.84,2022-10-28,West
1049,6557,Grocery,Pasta,2,162.07,2022-12-22,West
1050,3323,Sports,Football,6,26.86,2020-09-18,West
1051,5603,Books,Comics,5,451.88,2021-06-23,East
1052,9470,Books,Comics,3,161.19,2022-10-03,South
1053,8208,Electronics,Laptop,3,32.01,2021-01-10,North
1054,8704,Sports,Tennis Racket,8,221.03,2022-10-10,North
1055,8233,Books,Magazine,8,231.59,2020-08-18,South
1056,3025,Books,Novel,4,434.75,2021-01-04,South
1057,9335,Sports,Bicycle,10,110.14,2020-01-09,South
1058,7822,Clothing,Jeans,8,340.07,2021-11-04,North
1059,5657,Clothing,Dress,6,297.22,2020-08-05,East
1060,3519,Electronics,Smartphone,8,416.2,2023-09-12,West
1061,8439,Sports,Bicycle,1,168.07,2020-03-30,West
1062,6323,Home,Lamp,1,401.77,2021-08-02,East
1063,1909,Clothing,Sweater,10,193.79,2022-03-27,East
1064,3916,Beauty,Moisturizer,2,15.15,2021-03-02,South
1065,7365,Toys,Board Game,3,64.7,2022-10-02,West
1066,6080,Home,Curtains,2,416.87,2022-11-15,South
1067,9021,Grocery,Eggs,8,137.9,2023-05-14,West
1068,2478,Toys,Board Game,10,97.25,2023-07-15,West
1069,2522,Electronics,Camera,6,486.77,2023-10-17,South
1070,3540,Grocery,Bread,9,46.57,2022-08-16,West
1071,2297,Grocery,Milk,3,492.17,2023-11-02,East
1072,5073,Toys,Board Game,10,28.63,2020-06-05,North
1073,9411,Clothing,Sweater,7,209.44,2022-08-09,East
1074,6823,Sports,Bicycle,2,385.48,2020-02-03,North
1075,8583,Home,Lamp,7,27.4,2022-05-02,East
1076,6143,Grocery,Eggs,10,404.88,2021-11-30,South
1077,4458,Home,Sofa,10,133.36,2023-10-11,North
1078,8107,Electronics,Smartphone,7,62.76,2020-12-17,West
1079,8539,Toys,Lego Set,8,154.89,2023-06-17,East
1080,7471,Sports,Football,3,71.88,2021-01-25,North
1081,1260,Beauty,Lipstick,4,243.15,2020-10-24,South
1082,8139,Beauty,Lipstick,5,386.01,2020-10-30,West
1083,7912,Electronics,Smartphone,3,451.7,2023-12-09,West
1084,8947,Grocery,Rice,8,294.69,2021-02-16,East
1085,7418,Electronics,Headphones,1,55.82,2023-12-31,West
1086,7810,Grocery,Bread,10,366.88,2021-08-18,North
1087,8987,Toys,Doll,9,297.56,2023-06-06,West
1088,4799,Electronics,Camera,1,213.89,2021-10-08,North
1089,5388,Toys,Doll,2,249.92,2023-08-16,East
1090,8345,Toys,Action Figure,3,147.57,2021-01-28,West
1091,6633,Grocery,Pasta,9,113.75,2023-11-03,East
1092,8675,Home,Curtains,7,480.1,2023-10-10,East
1093,8738,Home,Chair,4,144.82,2020-06-25,West
1094,3115,Home,Lamp,3,304.85,2020-07-25,West
1095,9089,Sports,Tennis Racket,4,280.63,2020-02-07,East
1096,5273,Books,Biography,3,414.83,2022-10-28,North
1097,2043,Books,Comics,2,310.69,2020-09-04,South
1098,8968,Sports,Yoga Mat,6,385.84,2023-02-14,East
1099,3476,Clothing,T-Shirt,8,400.5,2020-08-15,North
1100,2669,Electronics,Camera,2,87.69,2020-08-29,South
1101,6925,Home,Curtains,8,382.17,2022-10-17,North
1102,3527,Books,Textbook,3,65.88,2021-02-17,West
1103,7811,Electronics,Laptop,8,173.95,2022-10-31,South
1104,2396,Sports,Yoga Mat,7,183.52,2023-09-23,South
1105,3483,Toys,Puzzle,3,401.88,2022-04-26,West
1106,8516,Books,Novel,8,77.06,2020-01-21,North
1107,2389,Books,Textbook,7,491.06,2020-12-02,West
1108,2007,Toys,Action Figure,3,451.74,2020-04-28,East
1109,7869,Toys,Lego Set,5,362.17,2021-10-04,East
1110,1129,Sports,Bicycle,10,460.62,2023-12-05,West
1111,8310,Beauty,Shampoo,10,395.23,2023-08-28,West
1112,6656,Toys,Puzzle,5,46.72,2023-01-05,East
1113,7389,Home,Chair,9,145.54,2020-07-09,East
1114,9541,Books,Biography,1,18.81,2023-01-10,East
1115,4954,Sports,Dumbbells,9,59.67,2020-05-02,East
1116,5255,Books,Novel,1,379.5,2020-09-12,West
1117,5881,Electronics,Smartwatch,6,491.56,2023-04-06,South
1118,6739,Sports,Yoga Mat,10,337.85,2022-02-12,South
1119,2724,Books,Magazine,10,100.31,2022-01-09,West
1120,2605,Home,Table,7,45.56,2020-05-07,West
1121,3130,Grocery,Pasta,8,43.65,2023-10-18,West
1122,9502,Toys,Board Game,10,251.92,2022-05-17,West
1123,9020,Toys,Puzzle,3,255.36,2022-09-19,West
1124,3119,Clothing,Jeans,8,239.31,2020-11-17,East
1125,2945,Toys,Action Figure,2,187.95,2021-08-16,North
1126,9565,Home,Sofa,6,155.94,2022-02-05,East
1127,5816,Grocery,Rice,3,75.36,2023-04-22,West
1128,1797,Sports,Yoga Mat,4,95.62,2022-09-28,North
1129,3004,Books,Novel,1,211.7,2023-03-19,East
1130,8411,Books,Comics,8,418.06,2023-05-25,South
1131,3269,Grocery,Eggs,8,78.75,2021-10-28,North
1132,7711,Toys,Puzzle,7,172.8,2020-04-03,West
1133,5544,Clothing,Jeans,1,288.14,2023-12-19,East
1134,3028,Clothing,Jeans,10,273.21,2020-04-18,South
1135,8796,Electronics,Smartphone,9,93.97,2020-02-08,East
1136,4371,Beauty,Shampoo,8,46.9,2022-12-28,East
1137,7583,Electronics,Smartwatch,1,173.28,2021-01-04,West
1138,1394,Books,Comics,5,50.06,2020-07-22,South
1139,5675,Home,Lamp,5,385.31,2020-11-11,East
1140,7672,Home,Sofa,10,480.76,2021-01-06,North
1141,1958,Sports,Dumbbells,2,163.42,2022-04-25,East
1142,5225,Toys,Action Figure,1,105.27,2023-05-07,South
1143,9076,Toys,Action Figure,5,35.01,2022-08-09,West
1144,2072,Grocery,Rice,7,318.6,2020-02-08,East
1145,2663,Beauty,Shampoo,3,155.78,2022-04-13,West
1146,2374,Beauty,Foundation,6,272.52,2020-12-10,South
1147,9806,Toys,Lego Set,8,25.69,2022-08-09,East
1148,3742,Electronics,Smartphone,8,140.28,2021-05-28,West
1149,6757,Beauty,Shampoo,9,144.25,2020-11-26,North
1150,5925,Clothing,Dress,2,416.1,2023-02-13,East
1151,8077,Beauty,Shampoo,9,478.92,2021-10-13,East
1152,5282,Grocery,Milk,4,332.83,2021-10-20,East
1153,4450,Grocery,Bread,6,12.86,2023-11-17,South
1154,1033,Grocery,Rice,1,337.99,2022-04-26,West
1155,7435,Clothing,T-Shirt,9,20.32,2023-10-07,West
1156,3022,Books,Comics,10,182.19,2020-12-28,North
1157,3044,Grocery,Milk,4,225.07,2021-03-29,North
1158,5606,Books,Biography,2,409.06,2023-07-04,East
1159,4623,Beauty,Moisturizer,6,23.21,2022-10-06,South
1160,1116,Beauty,Moisturizer,2,435.61,2023-03-11,West
1161,3793,Beauty,Shampoo,10,284.74,2020-05-13,South
1162,2065,Home,Curtains,10,428.46,2022-12-07,East
1163,4143,Electronics,Camera,10,130.2,2023-02-21,West
1164,1032,Toys,Action Figure,6,219.11,2022-04-13,East
1165,2994,Grocery,Eggs,6,261.04,2020-03-30,South
1166,1769,Sports,Dumbbells,9,227.19,2020-01-11,West
1167,4188,Books,Novel,10,404.8,2021-04-07,West
1168,2219,Beauty,Foundation,3,167.97,2020-05-08,North
1169,1456,Grocery,Eggs,1,298.3,2023-07-06,East
1170,5102,Beauty,Lipstick,8,122.99,2021-11-28,North
1171,6465,Beauty,Lipstick,10,311.69,2020-07-14,West
1172,3045,Clothing,T-Shirt,1,191.81,2023-11-21,North
1173,3089,Electronics,Smartwatch,1,154.23,2023-07-06,West
1174,2077,Clothing,T-Shirt,9,30.84,2022-02-20,West
1175,2570,Toys,Puzzle,10,394.8,2023-07-01,North
1176,8428,Toys,Doll,7,440.57,2023-06-22,North
1177,6564,Electronics,Smartwatch,9,167.46,2021-01-29,North
1178,2682,Electronics,Camera,2,298.48,2021-01-31,South
1179,9337,Sports,Yoga Mat,7,243.29,2023-06-25,West
1180,4046,Beauty,Foundation,1,34.94,2021-09-30,West
1181,9407,Books,Textbook,10,443.18,2020-10-25,South
1182,8692,Sports,Bicycle,6,149.08,2020-01-17,South
1183,1939,Beauty,Shampoo,9,430.06,2022-05-14,East
1184,4201,Beauty,Foundation,2,174.07,2023-09-29,West
1185,8657,Books,Magazine,10,481.72,2023-06-15,East
1186,7859,Books,Biography,2,229.88,2020-03-27,West
1187,4594,Electronics,Laptop,4,235.94,2021-03-12,South
1188,8876,Books,Comics,4,203.15,2020-01-14,East
1189,1162,Clothing,Jacket,1,279.57,2020-10-18,East
1190,8215,Beauty,Shampoo,6,26.73,2020-03-01,South
1191,4241,Sports,Tennis Racket,4,443.26,2020-12-22,East
1192,5029,Home,Lamp,1,92.16,2021-06-20,North
1193,1343,Home,Table,2,172.5,2021-03-06,East
1194,8474,Beauty,Perfume,6,332.15,2022-12-15,West
1195,2071,Clothing,Jeans,3,398.47,2021-01-27,West
1196,7131,Books,Magazine,7,488.61,2021-05-15,North
1197,4098,Sports,Tennis Racket,6,127.35,2023-07-13,East
1198,3071,Grocery,Pasta,2,393.41,2023-09-20,North
1199,3743,Toys,Lego Set,6,251.8,2022-08-08,South
1200,6272,Books,Magazine,8,359.25,2022-10-10,West
